"2021","Octubre","3.85","3.86","4.91","5.00","","15.07","11.27","11.37"
"2021","Noviembre","3.81","3.79","4.79","4.90","","14.70","10.36","10.82"
"2021","Diciembre","3.73","3.71","4.80","4.79","","14.46","10.49","10.26"
"2022","Enero","3.57","3.62","4.80","4.67","","14.90","9.30","9.77"
"2022","Febrero","3.91","3.54","5.34","4.55","","14.99","9.57","9.35"
"2022","Marzo","3.46","3.46","4.37","4.43","","14.63","9.03","8.99"
"2022","Abril","3.06","3.39","4.12","4.31","","14.32","8.58","8.65"
"2022","Mayo","3.31","3.33","4.20","4.21","","14.17","8.34","8.35"
"2022","Junio","3.33","3.29","4.27","4.14","","14.04","8.87","8.09"
"2022","Julio","3.16","3.25","4.03","4.08","","12.41","7.85","7.88"
"2022","Agosto","3.26","3.21","4.03","4.04","","11.82","7.68","7.72"
"2022","Septiembre","3.14","3.16","3.88","3.99","","11.26","7.68","7.62"
"2022","Octubre","3.21","3.09","4.11","3.92","","11.16","7.57","7.58"
"2022","Noviembre","2.95","3.02","3.76","3.83","","10.94","7.48","7.58"
"2022","Diciembre","2.94","2.95","3.83","3.73","","11.10","7.56","7.62"
"2023","Enero","2.89","2.90","3.57","3.62","","10.65","7.91","7.70"
"2023","Febrero","2.86","2.86","3.46","3.51","","10.61","7.66","7.78"
"2023","Marzo","2.80","2.85","3.37","3.43","","10.78","7.38","7.85"
"2023","Abril","2.86","2.85","3.81","3.38","","10.62","7.99","7.87"
"2023","Mayo","2.96","2.85","3.42","3.36","","11.11","7.97","7.86"
"2023","Junio","2.62","2.83","3.18","3.35","","10.11","7.82","7.83"
"2023","Julio","2.87","2.80","3.44","3.34","","10.54","7.70","7.83"
"2023","Agosto","2.72","2.77","3.32","3.33","","10.45","7.70","7.86"
"2023","Septiembre","2.71","2.75","3.34","3.32","","10.21","7.93","7.90"
"2023","Octubre","2.67","2.74","3.25","3.31","","10.39","7.93","7.91"
"2023","Noviembre","2.81","2.74","3.36","3.31","","11.02","8.09","7.85"
"2023","Diciembre","2.78","2.73","3.29","3.31","","10.00","7.93","7.73"
"2024","Enero","2.75","2.71","3.34","3.31","","10.12","7.30","7.56"
"2024","Febrero","2.60","2.69","3.28","3.32","","9.79","6.74","7.40"
"2024","Marzo","2.68","2.67","3.39","3.33","","9.94","7.08","7.30"
"2024","Abril","2.65","2.66","3.27","3.34","","10.02","7.35","7.27"
"2024","Mayo","2.64","2.66","3.32","3.35","","10.14","7.31","7.28"
"2024","Junio","2.74","2.66","3.49","3.34","3.80","10.27","7.45","7.30"
"a. e./ Serie con ajuste estacional y serie de tendencia. La primera se representa con la línea sólida y la segunda con la punteada.1/ La NAIRU (Non-Accelerating-Inflation Rate of Unemployment, por sus siglas en inglés) que se presenta está asociada con la tasa de desocupación nacional y se refiere la tasa de desempleo congruente con un entorno de inflación estable. 2/ Se refiere a la suma de la población desocupada y PNEA disponible como proporción de la suma de PEA y PNEA disponible. Entre julio de 2020 y junio de 2022, el INEGI clasificó a las personas ausentes temporales de una actividad u oficio y a las personas con necesidad o deseos de trabajar debido al cierre de actividades no esenciales a partir de la pandemia, como PNEA disponible. A partir de julio de 2022, dicho criterio de clasificación dejó de operar.Fuente: Elaboración del Banco de México con información del IMSS e INEGI (ENOE)."
""
